concepto,saldo_inicial,saldo_final,fecha_inicial,fecha_final,notas
Pasivos de las instituciones en liquidación,164138.0,727.0,1999-12-31,2007-12-31,sin dato
Programa de deudores,16501.0,2647.0,1999-12-31,2007-12-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2007-12-31,sin dato
Otros pasivos,7961.0,1657.0,1999-12-31,2007-12-31,sin dato
Reserva paz y a salvo,0.0,8.0,1999-12-31,2007-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,467.0,1999-12-31,2007-12-31,sin dato
Pasivos Totales,723563.0,752860.0,1999-12-31,2007-12-31,sin dato
Recursos líquidos,5209.0,24691.0,1999-12-31,2007-12-31,sin dato
Programa de deudores,16501.0,2647.0,1999-12-31,2007-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2007-12-31,sin dato
Pasivos Netos,687844.0,725522.0,1999-12-31,2007-12-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2008-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2008-03-31,sin dato
Emisiones realizadas,0.0,707895.0,1999-12-31,2008-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2008-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2008-03-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2008-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2008-03-31,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2008-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,871.0,1999-12-31,2008-03-31,sin dato
Reserva y Otros pasivos,0.0,1678.0,1999-12-31,2008-03-31,sin dato
Pasivos Totales,723563.0,757180.0,1999-12-31,2008-03-31,sin dato
Recursos líquidos,5209.0,26189.0,1999-12-31,2008-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2008-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2008-03-31,sin dato
Pasivos Netos,687844.0,727577.0,1999-12-31,2008-03-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2008-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2008-06-30,sin dato
Emisiones realizadas,0.0,723225.0,1999-12-31,2008-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2008-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2008-06-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2008-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2008-06-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2008-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,1265.0,1999-12-31,2008-06-30,sin dato
Reserva y Otros pasivos,0.0,1684.0,1999-12-31,2008-06-30,sin dato
Pasivos Totales,723563.0,759440.0,1999-12-31,2008-06-30,sin dato
Recursos líquidos,5209.0,28928.0,1999-12-31,2008-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2008-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2008-06-30,sin dato
Pasivos Netos,687844.0,728980.0,1999-12-31,2008-06-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2008-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2008-12-31,sin dato
Emisiones realizadas,0.0,729744.0,1999-12-31,2008-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2008-12-31,sin dato
Programa de deudores,16501.0,2566.0,1999-12-31,2008-12-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2008-12-31,sin dato
Otros pasivos,7961.0,1765.0,1999-12-31,2008-12-31,sin dato
Reserva paz y a salvo,0.0,10.0,1999-12-31,2008-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,2420.0,1999-12-31,2008-12-31,sin dato
Pasivos Totales,723563.0,785712.0,1999-12-31,2008-12-31,sin dato
Recursos líquidos,5209.0,38557.0,1999-12-31,2008-12-31,sin dato
Programa de deudores,16501.0,2566.0,1999-12-31,2008-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2008-12-31,sin dato
Pasivos Netos,687844.0,744589.0,1999-12-31,2008-12-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2009-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2009-03-31,sin dato
Emisiones realizadas,0.0,726158.0,1999-12-31,2009-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2009-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2009-03-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2009-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,515.0,1999-12-31,2009-03-31,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2009-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,2929.0,1999-12-31,2009-03-31,sin dato
Reserva y Otros pasivos,0.0,1527.0,1999-12-31,2009-03-31,sin dato
Pasivos Totales,723563.0,784538.0,1999-12-31,2009-03-31,sin dato
Recursos líquidos,5209.0,30007.0,1999-12-31,2009-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2009-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2009-03-31,sin dato
Pasivos Netos,687844.0,751239.0,1999-12-31,2009-03-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2009-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2009-06-30,sin dato
Emisiones realizadas,0.0,733480.0,1999-12-31,2009-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2009-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2009-06-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2009-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,535.0,1999-12-31,2009-06-30,sin dato
Otros pasivos,7961.0,0.0,1999-12-31,2009-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,3437.0,1999-12-31,2009-06-30,sin dato
Reserva y Otros pasivos,0.0,1523.0,1999-12-31,2009-06-30,sin dato
Pasivos Totales,723563.0,788636.0,1999-12-31,2009-06-30,sin dato
Recursos líquidos,5209.0,36705.0,1999-12-31,2009-06-30,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2009-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2009-06-30,sin dato
Pasivos Netos,687844.0,750930.0,1999-12-31,2009-06-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2009-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2009-12-31,sin dato
Emisiones realizadas,0.0,765983.0,1999-12-31,2009-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2009-12-31,sin dato
Programa de deudores,16501.0,2154.0,1999-12-31,2009-12-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2009-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,284.0,1999-12-31,2009-12-31,sin dato
Otros pasivos,7961.0,1511.0,1999-12-31,2009-12-31,sin dato
Reserva paz y a salvo,0.0,6.0,1999-12-31,2009-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,4525.0,1999-12-31,2009-12-31,sin dato
Pasivos Totales,723563.0,816091.0,1999-12-31,2009-12-31,sin dato
Recursos líquidos,5209.0,58413.0,1999-12-31,2009-12-31,sin dato
Programa de deudores,16501.0,2154.0,1999-12-31,2009-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2009-12-31,sin dato
Pasivos Netos,687844.0,755524.0,1999-12-31,2009-12-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2010-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2010-03-31,sin dato
Emisiones realizadas,0.0,773246.0,1999-12-31,2010-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2010-03-31,"Al 31 de marzo de 2010, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programa de deudores,16501.0,2667.0,1999-12-31,2010-03-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2010-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,524.0,1999-12-31,2010-03-31,Corresponde al Valor de Mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,1495.0,1999-12-31,2010-03-31,sin dato
Reserva paz y a salvo,0.0,6.0,1999-12-31,2010-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,5049.0,1999-12-31,2010-03-31,sin dato
Pasivos Totales,723563.0,824137.0,1999-12-31,2010-03-31,sin dato
Recursos líquidos,5209.0,63571.0,1999-12-31,2010-03-31,"El saldo al 31 de marzo de 2010, no incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto."
Programa de deudores,16501.0,2667.0,1999-12-31,2010-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2010-03-31,sin dato
Pasivos Netos,687844.0,757899.0,1999-12-31,2010-03-31,Pasivos totales menos recursos líquidos y programa de apoyo a deudores.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2010-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2010-06-30,sin dato
Emisiones realizadas,0.0,775129.0,1999-12-31,2010-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2010-06-30,sin dato
Programa de deudores,16501.0,820.0,1999-12-31,2010-06-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2010-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,53.0,1999-12-31,2010-06-30,sin dato
Otros pasivos,7961.0,1672.0,1999-12-31,2010-06-30,sin dato
Reserva paz y a salvo,0.0,6.0,1999-12-31,2010-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,5591.0,1999-12-31,2010-06-30,sin dato
Pasivos Totales,723563.0,824530.0,1999-12-31,2010-06-30,sin dato
Recursos líquidos,5209.0,63581.0,1999-12-31,2010-06-30,sin dato
Programa de deudores,16501.0,820.0,1999-12-31,2010-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2010-06-30,sin dato
Pasivos Netos,687844.0,760130.0,1999-12-31,2010-06-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2010-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2010-09-30,sin dato
Emisiones realizadas,0.0,780065.0,1999-12-31,2010-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2010-09-30,sin dato
Programa de deudores,16501.0,1308.0,1999-12-31,2010-09-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2010-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,309.0,1999-12-31,2010-09-30,sin dato
Otros pasivos,7961.0,1672.0,1999-12-31,2010-09-30,sin dato
Reserva paz y a salvo,0.0,6.0,1999-12-31,2010-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,6165.0,1999-12-31,2010-09-30,sin dato
Pasivos Totales,723563.0,830490.0,1999-12-31,2010-09-30,sin dato
Recursos líquidos,5209.0,62211.0,1999-12-31,2010-09-30,sin dato
Programa de deudores,16501.0,1308.0,1999-12-31,2010-09-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2010-09-30,sin dato
Pasivos Netos,687844.0,766971.0,1999-12-31,2010-09-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2010-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2010-12-31,sin dato
Emisiones realizadas,0.0,783995.0,1999-12-31,2010-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2010-12-31,sin dato
Programa de deudores,16501.0,1801.0,1999-12-31,2010-12-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2010-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,499.0,1999-12-31,2010-12-31,sin dato
Otros pasivos,7961.0,1654.0,1999-12-31,2010-12-31,sin dato
Reserva paz y a salvo,0.0,6.0,1999-12-31,2010-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,6812.0,1999-12-31,2010-12-31,sin dato
Pasivos Totales,723563.0,835624.0,1999-12-31,2010-12-31,sin dato
Recursos líquidos,5209.0,59234.0,1999-12-31,2010-12-31,sin dato
Programa de deudores,16501.0,1801.0,1999-12-31,2010-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2010-12-31,sin dato
Pasivos Netos,687844.0,774589.0,1999-12-31,2010-12-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2011-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2011-03-31,sin dato
Emisiones realizadas,0.0,800303.0,1999-12-31,2011-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2011-03-31,sin dato
Programa de deudores,16501.0,2017.0,1999-12-31,2011-03-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2011-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,515.0,1999-12-31,2011-03-31,sin dato
Otros pasivos,7961.0,1384.0,1999-12-31,2011-03-31,sin dato
Reserva paz y a salvo,0.0,6.0,1999-12-31,2011-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,7441.0,1999-12-31,2011-03-31,sin dato
Pasivos Totales,723563.0,852187.0,1999-12-31,2011-03-31,sin dato
Recursos líquidos,5209.0,73016.0,1999-12-31,2011-03-31,sin dato
Programa de deudores,16501.0,2017.0,1999-12-31,2011-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2011-03-31,sin dato
Pasivos Netos,687844.0,777154.0,1999-12-31,2011-03-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2011-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2011-06-30,sin dato
Emisiones realizadas,0.0,807107.0,1999-12-31,2011-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2011-06-30,sin dato
Programa de deudores,16501.0,1225.0,1999-12-31,2011-06-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2011-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,135.0,1999-12-31,2011-06-30,sin dato
Otros pasivos,7961.0,1392.0,1999-12-31,2011-06-30,sin dato
Reserva paz y a salvo,0.0,4.0,1999-12-31,2011-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,8111.0,1999-12-31,2011-06-30,sin dato
Pasivos Totales,723563.0,852407.0,1999-12-31,2011-06-30,sin dato
Recursos líquidos,5209.0,71944.0,1999-12-31,2011-06-30,sin dato
Programa de deudores,16501.0,1225.0,1999-12-31,2011-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2011-06-30,sin dato
Pasivos Netos,687844.0,779238.0,1999-12-31,2011-06-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2011-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2011-09-30,sin dato
Emisiones realizadas,0.0,822521.0,1999-12-31,2011-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2011-09-30,sin dato
Programa de deudores,16501.0,992.0,1999-12-31,2011-09-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2011-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,0.0,1999-12-31,2011-09-30,sin dato
Otros pasivos,7961.0,1381.0,1999-12-31,2011-09-30,sin dato
Reserva paz y a salvo,0.0,4.0,1999-12-31,2011-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,8796.0,1999-12-31,2011-09-30,sin dato
Pasivos Totales,723563.0,868068.0,1999-12-31,2011-09-30,sin dato
Recursos líquidos,5209.0,80591.0,1999-12-31,2011-09-30,sin dato
Programa de deudores,16501.0,992.0,1999-12-31,2011-09-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2011-09-30,sin dato
Pasivos Netos,687844.0,786485.0,1999-12-31,2011-09-30,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2011-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2011-12-31,sin dato
Emisiones realizadas,0.0,842044.0,1999-12-31,2011-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2011-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2011-12-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2011-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,1.0,1999-12-31,2011-12-31,sin dato
Otros pasivos,7961.0,1431.0,1999-12-31,2011-12-31,sin dato
Reserva paz y a salvo,0.0,4.0,1999-12-31,2011-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,9585.0,1999-12-31,2011-12-31,sin dato
Pasivos Totales,723563.0,862487.0,1999-12-31,2011-12-31,sin dato
Recursos líquidos,5209.0,68128.0,1999-12-31,2011-12-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2011-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2011-12-31,sin dato
Pasivos Netos,687844.0,794359.0,1999-12-31,2011-12-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2012-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2012-03-31,sin dato
Emisiones realizadas,0.0,848116.0,1999-12-31,2012-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2012-03-31,"Al 31 de marzo de 2012, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programa de deudores,16501.0,0.0,1999-12-31,2012-03-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2012-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,111.0,1999-12-31,2012-03-31,Corresponde al Valor de Mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,1413.0,1999-12-31,2012-03-31,sin dato
Reserva paz y a salvo,0.0,4.0,1999-12-31,2012-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,10556.0,1999-12-31,2012-03-31,sin dato
Pasivos Totales,723563.0,869336.0,1999-12-31,2012-03-31,sin dato
Recursos líquidos,5209.0,70745.0,1999-12-31,2012-03-31,"El saldo al 31 de marzo de 2012, no incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto."
Programa de deudores,16501.0,0.0,1999-12-31,2012-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2012-03-31,sin dato
Pasivos Netos,687844.0,798591.0,1999-12-31,2012-03-31,Pasivos totales menos recursos líquidos y programa de apoyo a deudores.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2012-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2012-06-30,sin dato
Emisiones realizadas,0.0,845635.0,1999-12-31,2012-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2012-06-30,"Al 30 de junio de 2012, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programa de deudores,16501.0,0.0,1999-12-31,2012-06-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2012-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,56.0,1999-12-31,2012-06-30,Corresponde al Valor de Mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,1415.0,1999-12-31,2012-06-30,sin dato
Reserva paz y a salvo,0.0,0.0,1999-12-31,2012-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,11310.0,1999-12-31,2012-06-30,sin dato
Pasivos Totales,723563.0,867632.0,1999-12-31,2012-06-30,sin dato
Recursos líquidos,5209.0,66641.0,1999-12-31,2012-06-30,"El saldo al 30 de junio de 2012, no incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto."
Programa de deudores,16501.0,0.0,1999-12-31,2012-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2012-06-30,sin dato
Pasivos Netos,687844.0,800991.0,1999-12-31,2012-06-30,Pasivos totales menos recursos líquidos y programa de apoyo a deudores.
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2012-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2012-09-30,sin dato
Emisiones realizadas,0.0,859556.0,1999-12-31,2012-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2012-09-30,"Al 30 de septiembre de 2012, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programa de deudores,16501.0,0.0,1999-12-31,2012-09-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2012-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,100.0,1999-12-31,2012-09-30,Corresponde al Valor de Mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,1416.0,1999-12-31,2012-09-30,sin dato
Reserva paz y a salvo,0.0,0.0,1999-12-31,2012-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,12073.0,1999-12-31,2012-09-30,sin dato
Pasivos Totales,723563.0,882125.0,1999-12-31,2012-09-30,sin dato
Recursos líquidos,5209.0,73860.0,1999-12-31,2012-09-30,"El saldo al 30 de junio de 2012, no incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto."
Programa de deudores,16501.0,0.0,1999-12-31,2012-09-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2012-09-30,sin dato
Pasivos Netos,687844.0,808265.0,1999-12-31,2012-09-30,"Pasivos totales menos recursos líquidos, programa de apoyo a deudores y programa de daciones en pago."
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2012-12-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2012-12-31,sin dato
Emisiones realizadas,0.0,860779.0,1999-12-31,2012-12-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2012-12-31,"Al 31 de diciembre de 2012, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programa de deudores,16501.0,0.0,1999-12-31,2012-12-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2012-12-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,99.0,1999-12-31,2012-12-31,Corresponde al Valor de Mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2012-12-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,12946.0,1999-12-31,2012-12-31,sin dato
Reserva y Otros pasivos,0.0,1338.0,1999-12-31,2012-12-31,sin dato
Pasivos Totales,723563.0,884161.0,1999-12-31,2012-12-31,sin dato
Recursos líquidos,5209.0,68370.0,1999-12-31,2012-12-31,"El saldo al 31 de diciembre de 2012, no incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto."
Programa de deudores,16501.0,0.0,1999-12-31,2012-12-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2012-12-31,sin dato
Pasivos Netos,687844.0,815791.0,1999-12-31,2012-12-31,"Pasivos totales menos recursos líquidos, programa de apoyo a deudores y programa de daciones en pago."
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2013-03-31,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2013-03-31,sin dato
Emisiones realizadas,0.0,868386.0,1999-12-31,2013-03-31,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2013-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2013-03-31,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2013-03-31,sin dato
Operaciones con instrumentos financieros derivados,0.0,128.0,1999-12-31,2013-03-31,sin dato
Otros pasivos,7961.0,1343.0,1999-12-31,2013-03-31,sin dato
Reserva paz y a salvo,0.0,0.0,1999-12-31,2013-03-31,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,13741.0,1999-12-31,2013-03-31,sin dato
Pasivos Totales,723563.0,892392.0,1999-12-31,2013-03-31,sin dato
Recursos líquidos,5209.0,73829.0,1999-12-31,2013-03-31,sin dato
Programa de deudores,16501.0,0.0,1999-12-31,2013-03-31,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2013-03-31,sin dato
Pasivos Netos,687844.0,818563.0,1999-12-31,2013-03-31,sin dato
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2013-06-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2013-06-30,sin dato
Emisiones realizadas,0.0,881465.0,1999-12-31,2013-06-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2013-06-30,"Al 30 de junio de 2013, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programa de deudores,16501.0,0.0,1999-12-31,2013-06-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2013-06-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,94.0,1999-12-31,2013-06-30,Corresponde al Valor de Mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,478.0,1999-12-31,2013-06-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,14533.0,1999-12-31,2013-06-30,sin dato
Pasivos Totales,723563.0,901397.0,1999-12-31,2013-06-30,sin dato
Recursos líquidos,5209.0,82682.0,1999-12-31,2013-06-30,"El saldo al 30 de junio de 2013, no incluye el saldo de los recursos de cuotas 25% correspondiente a recursos para operación y gastos de administración del Instituto."
Programa de deudores,16501.0,0.0,1999-12-31,2013-06-30,sin dato
Programa de daciones en pago,14008.0,0.0,1999-12-31,2013-06-30,sin dato
Pasivos Netos,687844.0,818715.0,1999-12-31,2013-06-30,"Pasivos totales menos recursos líquidos, programa de apoyo a deudores y programa de daciones en pago."
Programa de Capitalización y compra de cartera,150445.0,0.0,1999-12-31,2013-09-30,sin dato
Saneamientos financieros,369411.0,0.0,1999-12-31,2013-09-30,sin dato
Emisiones realizadas,0.0,891152.0,1999-12-31,2013-09-30,sin dato
Pasivos de las instituciones en liquidación,164138.0,0.0,1999-12-31,2013-09-30,"Al 30 de septiembre de 2013, el saldo neto de las operaciones con la banca en liquidación se integra en la sección de activos del IPAB."
Programa de deudores,16501.0,0.0,1999-12-31,2013-09-30,sin dato
Programas de daciones en pago,14008.0,0.0,1999-12-31,2013-09-30,sin dato
Operaciones con instrumentos financieros derivados,0.0,75.0,1999-12-31,2013-09-30,Corresponde al Valor de Mercado de las operaciones con instrumentos financieros derivados.
Otros pasivos,7961.0,0.0,1999-12-31,2013-09-30,sin dato
Reserva para la Protección al Ahorro Bancario,1097.0,15526.0,1999-12-31,2013-09-30,sin dato
Reserva y Otros pasivos,0.0,477.0,1999-12-31,2013-09-30,sin dato
Pasivos Totales,723563.0,911887.0,1999-12-31,2013-09-30,sin dato
